USER_ID,PHOTO_ID,CREATED_AT
37,3,2023-01-20 00:00:00.000
41,3,2023-01-20 00:00:00.000
42,3,2023-01-20 00:00:00.000
43,3,2023-01-20 00:00:00.000
44,3,2023-01-20 00:00:00.000
46,3,2023-01-20 00:00:00.000
50,3,2023-01-20 00:00:00.000
52,3,2023-01-20 00:00:00.000
54,3,2023-01-20 00:00:00.000
57,3,2023-01-20 00:00:00.000
60,3,2023-01-20 00:00:00.000
61,3,2023-01-20 00:00:00.000
65,3,2023-01-20 00:00:00.000
66,3,2023-01-20 00:00:00.000
69,3,2023-01-20 00:00:00.000
70,3,2023-01-20 00:00:00.000
71,3,2023-01-20 00:00:00.000
75,3,2023-01-20 00:00:00.000
76,3,2023-01-20 00:00:00.000
82,3,2023-01-20 00:00:00.000
87,3,2023-01-20 00:00:00.000
91,3,2023-01-20 00:00:00.000
93,3,2023-01-20 00:00:00.000
95,3,2023-01-20 00:00:00.000
99,3,2023-01-20 00:00:00.000
100,3,2023-01-20 00:00:00.000
2,4,2023-01-20 00:00:00.000
4,4,2023-01-20 00:00:00.000
5,4,2023-01-20 00:00:00.000
10,4,2023-01-20 00:00:00.000
11,4,2023-01-20 00:00:00.000
12,4,2023-01-20 00:00:00.000
13,4,2023-01-20 00:00:00.000
14,4,2023-01-20 00:00:00.000
15,4,2023-01-20 00:00:00.000
17,4,2023-01-20 00:00:00.000
20,4,2023-01-20 00:00:00.000
21,4,2023-01-20 00:00:00.000
24,4,2023-01-20 00:00:00.000
28,4,2023-01-20 00:00:00.000
31,4,2023-01-20 00:00:00.000
36,4,2023-01-20 00:00:00.000
41,4,2023-01-20 00:00:00.000
43,4,2023-01-20 00:00:00.000
46,4,2023-01-20 00:00:00.000
52,4,2023-01-20 00:00:00.000
54,4,2023-01-20 00:00:00.000
56,4,2023-01-20 00:00:00.000
57,4,2023-01-20 00:00:00.000
62,4,2023-01-20 00:00:00.000
66,4,2023-01-20 00:00:00.000
70,4,2023-01-20 00:00:00.000
71,4,2023-01-20 00:00:00.000
72,4,2023-01-20 00:00:00.000
75,4,2023-01-20 00:00:00.000
76,4,2023-01-20 00:00:00.000
78,4,2023-01-20 00:00:00.000
84,4,2023-01-20 00:00:00.000
85,4,2023-01-20 00:00:00.000
87,4,2023-01-20 00:00:00.000
91,4,2023-01-20 00:00:00.000
92,4,2023-01-20 00:00:00.000
96,4,2023-01-20 00:00:00.000
99,4,2023-01-20 00:00:00.000
4,5,2023-01-20 00:00:00.000
5,5,2023-01-20 00:00:00.000
6,5,2023-01-20 00:00:00.000
11,5,2023-01-20 00:00:00.000
14,5,2023-01-20 00:00:00.000
17,5,2023-01-20 00:00:00.000
21,5,2023-01-20 00:00:00.000
24,5,2023-01-20 00:00:00.000
26,5,2023-01-20 00:00:00.000
28,5,2023-01-20 00:00:00.000
32,5,2023-01-20 00:00:00.000
33,5,2023-01-20 00:00:00.000
36,5,2023-01-20 00:00:00.000
37,5,2023-01-20 00:00:00.000
41,5,2023-01-20 00:00:00.000
42,5,2023-01-20 00:00:00.000
43,5,2023-01-20 00:00:00.000
44,5,2023-01-20 00:00:00.000
47,5,2023-01-20 00:00:00.000
54,5,2023-01-20 00:00:00.000
55,5,2023-01-20 00:00:00.000
57,5,2023-01-20 00:00:00.000
66,5,2023-01-20 00:00:00.000
71,5,2023-01-20 00:00:00.000
75,5,2023-01-20 00:00:00.000
76,5,2023-01-20 00:00:00.000
78,5,2023-01-20 00:00:00.000
82,5,2023-01-20 00:00:00.000
91,5,2023-01-20 00:00:00.000
92,5,2023-01-20 00:00:00.000
99,5,2023-01-20 00:00:00.000
4,6,2023-01-20 00:00:00.000
5,6,2023-01-20 00:00:00.000
14,6,2023-01-20 00:00:00.000
16,6,2023-01-20 00:00:00.000
19,6,2023-01-20 00:00:00.000
21,6,2023-01-20 00:00:00.000
24,6,2023-01-20 00:00:00.000
27,6,2023-01-20 00:00:00.000
30,6,2023-01-20 00:00:00.000
31,6,2023-01-20 00:00:00.000
32,6,2023-01-20 00:00:00.000
36,6,2023-01-20 00:00:00.000
38,6,2023-01-20 00:00:00.000
41,6,2023-01-20 00:00:00.000
43,6,2023-01-20 00:00:00.000
46,6,2023-01-20 00:00:00.000
54,6,2023-01-20 00:00:00.000
57,6,2023-01-20 00:00:00.000
61,6,2023-01-20 00:00:00.000
62,6,2023-01-20 00:00:00.000
66,6,2023-01-20 00:00:00.000
69,6,2023-01-20 00:00:00.000
71,6,2023-01-20 00:00:00.000
75,6,2023-01-20 00:00:00.000
76,6,2023-01-20 00:00:00.000
85,6,2023-01-20 00:00:00.000
87,6,2023-01-20 00:00:00.000
91,6,2023-01-20 00:00:00.000
93,6,2023-01-20 00:00:00.000
94,6,2023-01-20 00:00:00.000
100,6,2023-01-20 00:00:00.000
3,7,2023-01-20 00:00:00.000
4,7,2023-01-20 00:00:00.000
5,7,2023-01-20 00:00:00.000
9,7,2023-01-20 00:00:00.000
12,7,2023-01-20 00:00:00.000
14,7,2023-01-20 00:00:00.000
16,7,2023-01-20 00:00:00.000
19,7,2023-01-20 00:00:00.000
21,7,2023-01-20 00:00:00.000
24,7,2023-01-20 00:00:00.000
26,7,2023-01-20 00:00:00.000
27,7,2023-01-20 00:00:00.000
31,7,2023-01-20 00:00:00.000
35,7,2023-01-20 00:00:00.000
36,7,2023-01-20 00:00:00.000
37,7,2023-01-20 00:00:00.000
39,7,2023-01-20 00:00:00.000
41,7,2023-01-20 00:00:00.000
43,7,2023-01-20 00:00:00.000
44,7,2023-01-20 00:00:00.000
50,7,2023-01-20 00:00:00.000
54,7,2023-01-20 00:00:00.000
55,7,2023-01-20 00:00:00.000
57,7,2023-01-20 00:00:00.000
63,7,2023-01-20 00:00:00.000
66,7,2023-01-20 00:00:00.000
71,7,2023-01-20 00:00:00.000
72,7,2023-01-20 00:00:00.000
73,7,2023-01-20 00:00:00.000
75,7,2023-01-20 00:00:00.000
76,7,2023-01-20 00:00:00.000
84,7,2023-01-20 00:00:00.000
87,7,2023-01-20 00:00:00.000
91,7,2023-01-20 00:00:00.000
92,7,2023-01-20 00:00:00.000
93,7,2023-01-20 00:00:00.000
98,7,2023-01-20 00:00:00.000
99,7,2023-01-20 00:00:00.000
2,8,2023-01-20 00:00:00.000
5,8,2023-01-20 00:00:00.000
14,8,2023-01-20 00:00:00.000
16,8,2023-01-20 00:00:00.000
19,8,2023-01-20 00:00:00.000
21,8,2023-01-20 00:00:00.000
22,8,2023-01-20 00:00:00.000
24,8,2023-01-20 00:00:00.000
31,8,2023-01-20 00:00:00.000
32,8,2023-01-20 00:00:00.000
33,8,2023-01-20 00:00:00.000
35,8,2023-01-20 00:00:00.000
36,8,2023-01-20 00:00:00.000
37,8,2023-01-20 00:00:00.000
41,8,2023-01-20 00:00:00.000
52,8,2023-01-20 00:00:00.000
54,8,2023-01-20 00:00:00.000
57,8,2023-01-20 00:00:00.000
66,8,2023-01-20 00:00:00.000
70,8,2023-01-20 00:00:00.000
71,8,2023-01-20 00:00:00.000
73,8,2023-01-20 00:00:00.000
75,8,2023-01-20 00:00:00.000
76,8,2023-01-20 00:00:00.000
91,8,2023-01-20 00:00:00.000
92,8,2023-01-20 00:00:00.000
97,8,2023-01-20 00:00:00.000
2,9,2023-01-20 00:00:00.000
3,9,2023-01-20 00:00:00.000
5,9,2023-01-20 00:00:00.000
6,9,2023-01-20 00:00:00.000
14,9,2023-01-20 00:00:00.000
15,9,2023-01-20 00:00:00.000
16,9,2023-01-20 00:00:00.000
19,9,2023-01-20 00:00:00.000
21,9,2023-01-20 00:00:00.000
24,9,2023-01-20 00:00:00.000
26,9,2023-01-20 00:00:00.000
33,9,2023-01-20 00:00:00.000
36,9,2023-01-20 00:00:00.000
41,9,2023-01-20 00:00:00.000
48,9,2023-01-20 00:00:00.000
50,9,2023-01-20 00:00:00.000
54,9,2023-01-20 00:00:00.000
56,9,2023-01-20 00:00:00.000
57,9,2023-01-20 00:00:00.000
62,9,2023-01-20 00:00:00.000
66,9,2023-01-20 00:00:00.000
71,9,2023-01-20 00:00:00.000
73,9,2023-01-20 00:00:00.000
75,9,2023-01-20 00:00:00.000
76,9,2023-01-20 00:00:00.000
78,9,2023-01-20 00:00:00.000
79,9,2023-01-20 00:00:00.000
91,9,2023-01-20 00:00:00.000
95,9,2023-01-20 00:00:00.000
96,9,2023-01-20 00:00:00.000
100,9,2023-01-20 00:00:00.000
2,10,2023-01-20 00:00:00.000
4,10,2023-01-20 00:00:00.000
5,10,2023-01-20 00:00:00.000
9,10,2023-01-20 00:00:00.000
10,10,2023-01-20 00:00:00.000
14,10,2023-01-20 00:00:00.000
17,10,2023-01-20 00:00:00.000
19,10,2023-01-20 00:00:00.000
20,10,2023-01-20 00:00:00.000
21,10,2023-01-20 00:00:00.000
24,10,2023-01-20 00:00:00.000
26,10,2023-01-20 00:00:00.000
27,10,2023-01-20 00:00:00.000
28,10,2023-01-20 00:00:00.000
35,10,2023-01-20 00:00:00.000
36,10,2023-01-20 00:00:00.000
38,10,2023-01-20 00:00:00.000
41,10,2023-01-20 00:00:00.000
42,10,2023-01-20 00:00:00.000
44,10,2023-01-20 00:00:00.000
54,10,2023-01-20 00:00:00.000
57,10,2023-01-20 00:00:00.000
66,10,2023-01-20 00:00:00.000
70,10,2023-01-20 00:00:00.000
71,10,2023-01-20 00:00:00.000
75,10,2023-01-20 00:00:00.000
76,10,2023-01-20 00:00:00.000
79,10,2023-01-20 00:00:00.000
91,10,2023-01-20 00:00:00.000
95,10,2023-01-20 00:00:00.000
2,11,2023-01-20 00:00:00.000
5,11,2023-01-20 00:00:00.000
6,11,2023-01-20 00:00:00.000
10,11,2023-01-20 00:00:00.000
14,11,2023-01-20 00:00:00.000
17,11,2023-01-20 00:00:00.000
20,11,2023-01-20 00:00:00.000
21,11,2023-01-20 00:00:00.000
24,11,2023-01-20 00:00:00.000
28,11,2023-01-20 00:00:00.000
33,11,2023-01-20 00:00:00.000
35,11,2023-01-20 00:00:00.000
36,11,2023-01-20 00:00:00.000
41,11,2023-01-20 00:00:00.000
42,11,2023-01-20 00:00:00.000
44,11,2023-01-20 00:00:00.000
46,11,2023-01-20 00:00:00.000
50,11,2023-01-20 00:00:00.000
54,11,2023-01-20 00:00:00.000
57,11,2023-01-20 00:00:00.000
61,11,2023-01-20 00:00:00.000
66,11,2023-01-20 00:00:00.000
67,11,2023-01-20 00:00:00.000
70,11,2023-01-20 00:00:00.000
71,11,2023-01-20 00:00:00.000
75,11,2023-01-20 00:00:00.000
76,11,2023-01-20 00:00:00.000
78,11,2023-01-20 00:00:00.000
79,11,2023-01-20 00:00:00.000
91,11,2023-01-20 00:00:00.000
93,11,2023-01-20 00:00:00.000
96,11,2023-01-20 00:00:00.000
97,11,2023-01-20 00:00:00.000
2,12,2023-01-20 00:00:00.000
5,12,2023-01-20 00:00:00.000
12,12,2023-01-20 00:00:00.000
13,12,2023-01-20 00:00:00.000
14,12,2023-01-20 00:00:00.000
20,12,2023-01-20 00:00:00.000
21,12,2023-01-20 00:00:00.000
24,12,2023-01-20 00:00:00.000
32,12,2023-01-20 00:00:00.000
36,12,2023-01-20 00:00:00.000
41,12,2023-01-20 00:00:00.000
43,12,2023-01-20 00:00:00.000
44,12,2023-01-20 00:00:00.000
47,12,2023-01-20 00:00:00.000
48,12,2023-01-20 00:00:00.000
50,12,2023-01-20 00:00:00.000
54,12,2023-01-20 00:00:00.000
56,12,2023-01-20 00:00:00.000
57,12,2023-01-20 00:00:00.000
60,12,2023-01-20 00:00:00.000
66,12,2023-01-20 00:00:00.000
67,12,2023-01-20 00:00:00.000
71,12,2023-01-20 00:00:00.000
72,12,2023-01-20 00:00:00.000
75,12,2023-01-20 00:00:00.000
76,12,2023-01-20 00:00:00.000
82,12,2023-01-20 00:00:00.000
91,12,2023-01-20 00:00:00.000
94,12,2023-01-20 00:00:00.000
2,13,2023-01-20 00:00:00.000
5,13,2023-01-20 00:00:00.000
6,13,2023-01-20 00:00:00.000
11,13,2023-01-20 00:00:00.000
13,13,2023-01-20 00:00:00.000
14,13,2023-01-20 00:00:00.000
16,13,2023-01-20 00:00:00.000
18,13,2023-01-20 00:00:00.000
19,13,2023-01-20 00:00:00.000
20,13,2023-01-20 00:00:00.000
21,13,2023-01-20 00:00:00.000
24,13,2023-01-20 00:00:00.000
27,13,2023-01-20 00:00:00.000
28,13,2023-01-20 00:00:00.000
32,13,2023-01-20 00:00:00.000
33,13,2023-01-20 00:00:00.000
36,13,2023-01-20 00:00:00.000
38,13,2023-01-20 00:00:00.000
40,13,2023-01-20 00:00:00.000
41,13,2023-01-20 00:00:00.000
42,13,2023-01-20 00:00:00.000
44,13,2023-01-20 00:00:00.000
48,13,2023-01-20 00:00:00.000
52,13,2023-01-20 00:00:00.000
54,13,2023-01-20 00:00:00.000
57,13,2023-01-20 00:00:00.000
60,13,2023-01-20 00:00:00.000
65,13,2023-01-20 00:00:00.000
66,13,2023-01-20 00:00:00.000
69,13,2023-01-20 00:00:00.000
71,13,2023-01-20 00:00:00.000
75,13,2023-01-20 00:00:00.000
76,13,2023-01-20 00:00:00.000
79,13,2023-01-20 00:00:00.000
87,13,2023-01-20 00:00:00.000
91,13,2023-01-20 00:00:00.000
92,13,2023-01-20 00:00:00.000
95,13,2023-01-20 00:00:00.000
98,13,2023-01-20 00:00:00.000
99,13,2023-01-20 00:00:00.000
5,14,2023-01-20 00:00:00.000
11,14,2023-01-20 00:00:00.000
13,14,2023-01-20 00:00:00.000
14,14,2023-01-20 00:00:00.000
16,14,2023-01-20 00:00:00.000
17,14,2023-01-20 00:00:00.000
19,14,2023-01-20 00:00:00.000
21,14,2023-01-20 00:00:00.000
24,14,2023-01-20 00:00:00.000
28,14,2023-01-20 00:00:00.000
31,14,2023-01-20 00:00:00.000
32,14,2023-01-20 00:00:00.000
33,14,2023-01-20 00:00:00.000
35,14,2023-01-20 00:00:00.000
36,14,2023-01-20 00:00:00.000
37,14,2023-01-20 00:00:00.000
38,14,2023-01-20 00:00:00.000
41,14,2023-01-20 00:00:00.000
42,14,2023-01-20 00:00:00.000
48,14,2023-01-20 00:00:00.000
54,14,2023-01-20 00:00:00.000
57,14,2023-01-20 00:00:00.000
61,14,2023-01-20 00:00:00.000
62,14,2023-01-20 00:00:00.000
66,14,2023-01-20 00:00:00.000
69,14,2023-01-20 00:00:00.000
71,14,2023-01-20 00:00:00.000
75,14,2023-01-20 00:00:00.000
76,14,2023-01-20 00:00:00.000
79,14,2023-01-20 00:00:00.000
84,14,2023-01-20 00:00:00.000
91,14,2023-01-20 00:00:00.000
92,14,2023-01-20 00:00:00.000
94,14,2023-01-20 00:00:00.000
98,14,2023-01-20 00:00:00.000
2,15,2023-01-20 00:00:00.000
5,15,2023-01-20 00:00:00.000
10,15,2023-01-20 00:00:00.000
14,15,2023-01-20 00:00:00.000
15,15,2023-01-20 00:00:00.000
16,15,2023-01-20 00:00:00.000
19,15,2023-01-20 00:00:00.000
20,15,2023-01-20 00:00:00.000
21,15,2023-01-20 00:00:00.000
24,15,2023-01-20 00:00:00.000
26,15,2023-01-20 00:00:00.000
27,15,2023-01-20 00:00:00.000
28,15,2023-01-20 00:00:00.000
32,15,2023-01-20 00:00:00.000
36,15,2023-01-20 00:00:00.000
41,15,2023-01-20 00:00:00.000
42,15,2023-01-20 00:00:00.000
47,15,2023-01-20 00:00:00.000
50,15,2023-01-20 00:00:00.000
54,15,2023-01-20 00:00:00.000
56,15,2023-01-20 00:00:00.000
57,15,2023-01-20 00:00:00.000
66,15,2023-01-20 00:00:00.000
70,15,2023-01-20 00:00:00.000
71,15,2023-01-20 00:00:00.000
72,15,2023-01-20 00:00:00.000
75,15,2023-01-20 00:00:00.000
76,15,2023-01-20 00:00:00.000
79,15,2023-01-20 00:00:00.000
91,15,2023-01-20 00:00:00.000
93,15,2023-01-20 00:00:00.000
98,15,2023-01-20 00:00:00.000
99,15,2023-01-20 00:00:00.000
100,15,2023-01-20 00:00:00.000
5,16,2023-01-20 00:00:00.000
8,16,2023-01-20 00:00:00.000
10,16,2023-01-20 00:00:00.000
14,16,2023-01-20 00:00:00.000
17,16,2023-01-20 00:00:00.000
20,16,2023-01-20 00:00:00.000
21,16,2023-01-20 00:00:00.000
22,16,2023-01-20 00:00:00.000
24,16,2023-01-20 00:00:00.000
30,16,2023-01-20 00:00:00.000
36,16,2023-01-20 00:00:00.000
37,16,2023-01-20 00:00:00.000
39,16,2023-01-20 00:00:00.000
40,16,2023-01-20 00:00:00.000
41,16,2023-01-20 00:00:00.000
42,16,2023-01-20 00:00:00.000
43,16,2023-01-20 00:00:00.000
44,16,2023-01-20 00:00:00.000
47,16,2023-01-20 00:00:00.000
52,16,2023-01-20 00:00:00.000
54,16,2023-01-20 00:00:00.000
56,16,2023-01-20 00:00:00.000
57,16,2023-01-20 00:00:00.000
60,16,2023-01-20 00:00:00.000
61,16,2023-01-20 00:00:00.000
66,16,2023-01-20 00:00:00.000
69,16,2023-01-20 00:00:00.000
71,16,2023-01-20 00:00:00.000
72,16,2023-01-20 00:00:00.000
73,16,2023-01-20 00:00:00.000
75,16,2023-01-20 00:00:00.000
76,16,2023-01-20 00:00:00.000
91,16,2023-01-20 00:00:00.000
93,16,2023-01-20 00:00:00.000
95,16,2023-01-20 00:00:00.000
96,16,2023-01-20 00:00:00.000
100,16,2023-01-20 00:00:00.000
4,17,2023-01-20 00:00:00.000
5,17,2023-01-20 00:00:00.000
11,17,2023-01-20 00:00:00.000
14,17,2023-01-20 00:00:00.000
16,17,2023-01-20 00:00:00.000
21,17,2023-01-20 00:00:00.000
24,17,2023-01-20 00:00:00.000
27,17,2023-01-20 00:00:00.000
28,17,2023-01-20 00:00:00.000
30,17,2023-01-20 00:00:00.000
36,17,2023-01-20 00:00:00.000
37,17,2023-01-20 00:00:00.000
41,17,2023-01-20 00:00:00.000
44,17,2023-01-20 00:00:00.000
48,17,2023-01-20 00:00:00.000
52,17,2023-01-20 00:00:00.000
54,17,2023-01-20 00:00:00.000
55,17,2023-01-20 00:00:00.000
57,17,2023-01-20 00:00:00.000
60,17,2023-01-20 00:00:00.000
61,17,2023-01-20 00:00:00.000
63,17,2023-01-20 00:00:00.000
65,17,2023-01-20 00:00:00.000
66,17,2023-01-20 00:00:00.000
71,17,2023-01-20 00:00:00.000
75,17,2023-01-20 00:00:00.000
76,17,2023-01-20 00:00:00.000
78,17,2023-01-20 00:00:00.000
79,17,2023-01-20 00:00:00.000
82,17,2023-01-20 00:00:00.000
91,17,2023-01-20 00:00:00.000
93,17,2023-01-20 00:00:00.000
94,17,2023-01-20 00:00:00.000
97,17,2023-01-20 00:00:00.000
98,17,2023-01-20 00:00:00.000
99,17,2023-01-20 00:00:00.000
5,18,2023-01-20 00:00:00.000
10,18,2023-01-20 00:00:00.000
12,18,2023-01-20 00:00:00.000
14,18,2023-01-20 00:00:00.000
18,18,2023-01-20 00:00:00.000
21,18,2023-01-20 00:00:00.000
22,18,2023-01-20 00:00:00.000
24,18,2023-01-20 00:00:00.000
31,18,2023-01-20 00:00:00.000
36,18,2023-01-20 00:00:00.000
41,18,2023-01-20 00:00:00.000
46,18,2023-01-20 00:00:00.000
47,18,2023-01-20 00:00:00.000
48,18,2023-01-20 00:00:00.000
54,18,2023-01-20 00:00:00.000
57,18,2023-01-20 00:00:00.000
61,18,2023-01-20 00:00:00.000
62,18,2023-01-20 00:00:00.000
66,18,2023-01-20 00:00:00.000
71,18,2023-01-20 00:00:00.000
73,18,2023-01-20 00:00:00.000
75,18,2023-01-20 00:00:00.000
76,18,2023-01-20 00:00:00.000
82,18,2023-01-20 00:00:00.000
84,18,2023-01-20 00:00:00.000
85,18,2023-01-20 00:00:00.000
87,18,2023-01-20 00:00:00.000
91,18,2023-01-20 00:00:00.000
95,18,2023-01-20 00:00:00.000
96,18,2023-01-20 00:00:00.000
98,18,2023-01-20 00:00:00.000
4,19,2023-01-20 00:00:00.000
5,19,2023-01-20 00:00:00.000
6,19,2023-01-20 00:00:00.000
10,19,2023-01-20 00:00:00.000
13,19,2023-01-20 00:00:00.000
14,19,2023-01-20 00:00:00.000
20,19,2023-01-20 00:00:00.000
21,19,2023-01-20 00:00:00.000
24,19,2023-01-20 00:00:00.000
28,19,2023-01-20 00:00:00.000
31,19,2023-01-20 00:00:00.000
36,19,2023-01-20 00:00:00.000
38,19,2023-01-20 00:00:00.000
40,19,2023-01-20 00:00:00.000
41,19,2023-01-20 00:00:00.000
42,19,2023-01-20 00:00:00.000
50,19,2023-01-20 00:00:00.000
52,19,2023-01-20 00:00:00.000
54,19,2023-01-20 00:00:00.000
55,19,2023-01-20 00:00:00.000
57,19,2023-01-20 00:00:00.000
60,19,2023-01-20 00:00:00.000
61,19,2023-01-20 00:00:00.000
62,19,2023-01-20 00:00:00.000
66,19,2023-01-20 00:00:00.000
69,19,2023-01-20 00:00:00.000
71,19,2023-01-20 00:00:00.000
72,19,2023-01-20 00:00:00.000
75,19,2023-01-20 00:00:00.000
76,19,2023-01-20 00:00:00.000
85,19,2023-01-20 00:00:00.000
91,19,2023-01-20 00:00:00.000
92,19,2023-01-20 00:00:00.000
94,19,2023-01-20 00:00:00.000
95,19,2023-01-20 00:00:00.000
4,20,2023-01-20 00:00:00.000
5,20,2023-01-20 00:00:00.000
9,20,2023-01-20 00:00:00.000
12,20,2023-01-20 00:00:00.000
14,20,2023-01-20 00:00:00.000
16,20,2023-01-20 00:00:00.000
17,20,2023-01-20 00:00:00.000
20,20,2023-01-20 00:00:00.000
21,20,2023-01-20 00:00:00.000
24,20,2023-01-20 00:00:00.000
28,20,2023-01-20 00:00:00.000
31,20,2023-01-20 00:00:00.000
36,20,2023-01-20 00:00:00.000
41,20,2023-01-20 00:00:00.000
44,20,2023-01-20 00:00:00.000
48,20,2023-01-20 00:00:00.000
54,20,2023-01-20 00:00:00.000
57,20,2023-01-20 00:00:00.000
63,20,2023-01-20 00:00:00.000
65,20,2023-01-20 00:00:00.000
66,20,2023-01-20 00:00:00.000
67,20,2023-01-20 00:00:00.000
69,20,2023-01-20 00:00:00.000
70,20,2023-01-20 00:00:00.000
71,20,2023-01-20 00:00:00.000
75,20,2023-01-20 00:00:00.000
76,20,2023-01-20 00:00:00.000
82,20,2023-01-20 00:00:00.000
85,20,2023-01-20 00:00:00.000
87,20,2023-01-20 00:00:00.000
91,20,2023-01-20 00:00:00.000
94,20,2023-01-20 00:00:00.000
96,20,2023-01-20 00:00:00.000
97,20,2023-01-20 00:00:00.000
100,20,2023-01-20 00:00:00.000
5,21,2023-01-20 00:00:00.000
9,21,2023-01-20 00:00:00.000
10,21,2023-01-20 00:00:00.000
14,21,2023-01-20 00:00:00.000
17,21,2023-01-20 00:00:00.000
18,21,2023-01-20 00:00:00.000
20,21,2023-01-20 00:00:00.000
21,21,2023-01-20 00:00:00.000
22,21,2023-01-20 00:00:00.000
24,21,2023-01-20 00:00:00.000
26,21,2023-01-20 00:00:00.000
33,21,2023-01-20 00:00:00.000
36,21,2023-01-20 00:00:00.000
37,21,2023-01-20 00:00:00.000
38,21,2023-01-20 00:00:00.000
40,21,2023-01-20 00:00:00.000
41,21,2023-01-20 00:00:00.000
43,21,2023-01-20 00:00:00.000
52,21,2023-01-20 00:00:00.000
54,21,2023-01-20 00:00:00.000
56,21,2023-01-20 00:00:00.000
57,21,2023-01-20 00:00:00.000
61,21,2023-01-20 00:00:00.000
63,21,2023-01-20 00:00:00.000
65,21,2023-01-20 00:00:00.000
66,21,2023-01-20 00:00:00.000
69,21,2023-01-20 00:00:00.000
71,21,2023-01-20 00:00:00.000
73,21,2023-01-20 00:00:00.000
75,21,2023-01-20 00:00:00.000
76,21,2023-01-20 00:00:00.000
82,21,2023-01-20 00:00:00.000
84,21,2023-01-20 00:00:00.000
91,21,2023-01-20 00:00:00.000
96,21,2023-01-20 00:00:00.000
97,21,2023-01-20 00:00:00.000
4,22,2023-01-20 00:00:00.000
5,22,2023-01-20 00:00:00.000
8,22,2023-01-20 00:00:00.000
13,22,2023-01-20 00:00:00.000
14,22,2023-01-20 00:00:00.000
16,22,2023-01-20 00:00:00.000
17,22,2023-01-20 00:00:00.000
21,22,2023-01-20 00:00:00.000
22,22,2023-01-20 00:00:00.000
24,22,2023-01-20 00:00:00.000
26,22,2023-01-20 00:00:00.000
30,22,2023-01-20 00:00:00.000
35,22,2023-01-20 00:00:00.000
36,22,2023-01-20 00:00:00.000
41,22,2023-01-20 00:00:00.000
46,22,2023-01-20 00:00:00.000
54,22,2023-01-20 00:00:00.000
57,22,2023-01-20 00:00:00.000
61,22,2023-01-20 00:00:00.000
66,22,2023-01-20 00:00:00.000
69,22,2023-01-20 00:00:00.000
71,22,2023-01-20 00:00:00.000
75,22,2023-01-20 00:00:00.000
76,22,2023-01-20 00:00:00.000
79,22,2023-01-20 00:00:00.000
91,22,2023-01-20 00:00:00.000
94,22,2023-01-20 00:00:00.000
97,22,2023-01-20 00:00:00.000
