FOLLOWER_ID,FOLLOWEE_ID,CREATED_AT
2,81,2023-01-20 00:00:00.000
2,82,2023-01-20 00:00:00.000
2,83,2023-01-20 00:00:00.000
2,84,2023-01-20 00:00:00.000
2,85,2023-01-20 00:00:00.000
2,86,2023-01-20 00:00:00.000
2,87,2023-01-20 00:00:00.000
2,88,2023-01-20 00:00:00.000
2,89,2023-01-20 00:00:00.000
2,90,2023-01-20 00:00:00.000
2,91,2023-01-20 00:00:00.000
2,92,2023-01-20 00:00:00.000
2,93,2023-01-20 00:00:00.000
2,94,2023-01-20 00:00:00.000
2,95,2023-01-20 00:00:00.000
2,96,2023-01-20 00:00:00.000
2,97,2023-01-20 00:00:00.000
2,98,2023-01-20 00:00:00.000
2,99,2023-01-20 00:00:00.000
2,100,2023-01-20 00:00:00.000
3,1,2023-01-20 00:00:00.000
3,2,2023-01-20 00:00:00.000
3,4,2023-01-20 00:00:00.000
3,5,2023-01-20 00:00:00.000
3,6,2023-01-20 00:00:00.000
3,7,2023-01-20 00:00:00.000
3,8,2023-01-20 00:00:00.000
3,9,2023-01-20 00:00:00.000
3,10,2023-01-20 00:00:00.000
3,11,2023-01-20 00:00:00.000
3,12,2023-01-20 00:00:00.000
3,13,2023-01-20 00:00:00.000
3,14,2023-01-20 00:00:00.000
3,15,2023-01-20 00:00:00.000
3,16,2023-01-20 00:00:00.000
3,17,2023-01-20 00:00:00.000
3,18,2023-01-20 00:00:00.000
3,19,2023-01-20 00:00:00.000
3,20,2023-01-20 00:00:00.000
3,21,2023-01-20 00:00:00.000
3,22,2023-01-20 00:00:00.000
3,23,2023-01-20 00:00:00.000
3,24,2023-01-20 00:00:00.000
3,25,2023-01-20 00:00:00.000
3,26,2023-01-20 00:00:00.000
3,27,2023-01-20 00:00:00.000
3,28,2023-01-20 00:00:00.000
3,29,2023-01-20 00:00:00.000
3,30,2023-01-20 00:00:00.000
3,31,2023-01-20 00:00:00.000
3,32,2023-01-20 00:00:00.000
3,33,2023-01-20 00:00:00.000
3,34,2023-01-20 00:00:00.000
3,35,2023-01-20 00:00:00.000
3,36,2023-01-20 00:00:00.000
3,37,2023-01-20 00:00:00.000
3,38,2023-01-20 00:00:00.000
3,39,2023-01-20 00:00:00.000
3,40,2023-01-20 00:00:00.000
3,41,2023-01-20 00:00:00.000
3,42,2023-01-20 00:00:00.000
3,43,2023-01-20 00:00:00.000
3,44,2023-01-20 00:00:00.000
3,45,2023-01-20 00:00:00.000
3,46,2023-01-20 00:00:00.000
3,47,2023-01-20 00:00:00.000
3,48,2023-01-20 00:00:00.000
3,49,2023-01-20 00:00:00.000
3,50,2023-01-20 00:00:00.000
3,51,2023-01-20 00:00:00.000
3,52,2023-01-20 00:00:00.000
3,53,2023-01-20 00:00:00.000
3,54,2023-01-20 00:00:00.000
3,55,2023-01-20 00:00:00.000
3,56,2023-01-20 00:00:00.000
3,57,2023-01-20 00:00:00.000
3,58,2023-01-20 00:00:00.000
3,59,2023-01-20 00:00:00.000
3,60,2023-01-20 00:00:00.000
3,61,2023-01-20 00:00:00.000
3,62,2023-01-20 00:00:00.000
3,63,2023-01-20 00:00:00.000
3,64,2023-01-20 00:00:00.000
3,65,2023-01-20 00:00:00.000
3,66,2023-01-20 00:00:00.000
3,67,2023-01-20 00:00:00.000
3,68,2023-01-20 00:00:00.000
3,69,2023-01-20 00:00:00.000
3,70,2023-01-20 00:00:00.000
3,71,2023-01-20 00:00:00.000
3,72,2023-01-20 00:00:00.000
3,73,2023-01-20 00:00:00.000
3,74,2023-01-20 00:00:00.000
3,75,2023-01-20 00:00:00.000
3,76,2023-01-20 00:00:00.000
3,77,2023-01-20 00:00:00.000
3,78,2023-01-20 00:00:00.000
3,79,2023-01-20 00:00:00.000
3,80,2023-01-20 00:00:00.000
3,81,2023-01-20 00:00:00.000
3,82,2023-01-20 00:00:00.000
3,83,2023-01-20 00:00:00.000
3,84,2023-01-20 00:00:00.000
3,85,2023-01-20 00:00:00.000
3,86,2023-01-20 00:00:00.000
3,87,2023-01-20 00:00:00.000
3,88,2023-01-20 00:00:00.000
3,89,2023-01-20 00:00:00.000
3,90,2023-01-20 00:00:00.000
3,91,2023-01-20 00:00:00.000
3,92,2023-01-20 00:00:00.000
3,93,2023-01-20 00:00:00.000
3,94,2023-01-20 00:00:00.000
3,95,2023-01-20 00:00:00.000
3,96,2023-01-20 00:00:00.000
3,97,2023-01-20 00:00:00.000
3,98,2023-01-20 00:00:00.000
3,99,2023-01-20 00:00:00.000
3,100,2023-01-20 00:00:00.000
4,1,2023-01-20 00:00:00.000
4,2,2023-01-20 00:00:00.000
4,3,2023-01-20 00:00:00.000
4,5,2023-01-20 00:00:00.000
4,6,2023-01-20 00:00:00.000
4,7,2023-01-20 00:00:00.000
4,8,2023-01-20 00:00:00.000
4,9,2023-01-20 00:00:00.000
4,10,2023-01-20 00:00:00.000
4,11,2023-01-20 00:00:00.000
4,12,2023-01-20 00:00:00.000
4,13,2023-01-20 00:00:00.000
4,14,2023-01-20 00:00:00.000
4,15,2023-01-20 00:00:00.000
4,16,2023-01-20 00:00:00.000
4,17,2023-01-20 00:00:00.000
4,18,2023-01-20 00:00:00.000
4,19,2023-01-20 00:00:00.000
4,20,2023-01-20 00:00:00.000
4,21,2023-01-20 00:00:00.000
4,22,2023-01-20 00:00:00.000
4,23,2023-01-20 00:00:00.000
4,24,2023-01-20 00:00:00.000
4,25,2023-01-20 00:00:00.000
4,26,2023-01-20 00:00:00.000
4,27,2023-01-20 00:00:00.000
4,28,2023-01-20 00:00:00.000
4,29,2023-01-20 00:00:00.000
4,30,2023-01-20 00:00:00.000
4,31,2023-01-20 00:00:00.000
4,32,2023-01-20 00:00:00.000
4,33,2023-01-20 00:00:00.000
4,34,2023-01-20 00:00:00.000
4,35,2023-01-20 00:00:00.000
4,36,2023-01-20 00:00:00.000
4,37,2023-01-20 00:00:00.000
4,38,2023-01-20 00:00:00.000
4,39,2023-01-20 00:00:00.000
4,40,2023-01-20 00:00:00.000
4,41,2023-01-20 00:00:00.000
4,42,2023-01-20 00:00:00.000
4,43,2023-01-20 00:00:00.000
4,44,2023-01-20 00:00:00.000
4,45,2023-01-20 00:00:00.000
4,46,2023-01-20 00:00:00.000
4,47,2023-01-20 00:00:00.000
4,48,2023-01-20 00:00:00.000
4,49,2023-01-20 00:00:00.000
4,50,2023-01-20 00:00:00.000
4,51,2023-01-20 00:00:00.000
4,52,2023-01-20 00:00:00.000
4,53,2023-01-20 00:00:00.000
4,54,2023-01-20 00:00:00.000
4,55,2023-01-20 00:00:00.000
4,56,2023-01-20 00:00:00.000
4,57,2023-01-20 00:00:00.000
4,58,2023-01-20 00:00:00.000
4,59,2023-01-20 00:00:00.000
4,60,2023-01-20 00:00:00.000
4,61,2023-01-20 00:00:00.000
4,62,2023-01-20 00:00:00.000
4,63,2023-01-20 00:00:00.000
4,64,2023-01-20 00:00:00.000
4,65,2023-01-20 00:00:00.000
4,66,2023-01-20 00:00:00.000
4,67,2023-01-20 00:00:00.000
4,68,2023-01-20 00:00:00.000
4,69,2023-01-20 00:00:00.000
4,70,2023-01-20 00:00:00.000
4,71,2023-01-20 00:00:00.000
4,72,2023-01-20 00:00:00.000
4,73,2023-01-20 00:00:00.000
4,74,2023-01-20 00:00:00.000
4,75,2023-01-20 00:00:00.000
4,76,2023-01-20 00:00:00.000
4,77,2023-01-20 00:00:00.000
4,78,2023-01-20 00:00:00.000
4,79,2023-01-20 00:00:00.000
4,80,2023-01-20 00:00:00.000
4,81,2023-01-20 00:00:00.000
4,82,2023-01-20 00:00:00.000
4,83,2023-01-20 00:00:00.000
4,84,2023-01-20 00:00:00.000
4,85,2023-01-20 00:00:00.000
4,86,2023-01-20 00:00:00.000
4,87,2023-01-20 00:00:00.000
4,88,2023-01-20 00:00:00.000
4,89,2023-01-20 00:00:00.000
4,90,2023-01-20 00:00:00.000
4,91,2023-01-20 00:00:00.000
4,92,2023-01-20 00:00:00.000
4,93,2023-01-20 00:00:00.000
4,94,2023-01-20 00:00:00.000
4,95,2023-01-20 00:00:00.000
4,96,2023-01-20 00:00:00.000
4,97,2023-01-20 00:00:00.000
4,98,2023-01-20 00:00:00.000
4,99,2023-01-20 00:00:00.000
4,100,2023-01-20 00:00:00.000
5,1,2023-01-20 00:00:00.000
5,2,2023-01-20 00:00:00.000
5,3,2023-01-20 00:00:00.000
5,4,2023-01-20 00:00:00.000
5,6,2023-01-20 00:00:00.000
5,7,2023-01-20 00:00:00.000
5,8,2023-01-20 00:00:00.000
5,9,2023-01-20 00:00:00.000
5,10,2023-01-20 00:00:00.000
5,11,2023-01-20 00:00:00.000
5,12,2023-01-20 00:00:00.000
5,13,2023-01-20 00:00:00.000
5,14,2023-01-20 00:00:00.000
5,15,2023-01-20 00:00:00.000
5,16,2023-01-20 00:00:00.000
5,17,2023-01-20 00:00:00.000
5,18,2023-01-20 00:00:00.000
5,19,2023-01-20 00:00:00.000
5,20,2023-01-20 00:00:00.000
5,21,2023-01-20 00:00:00.000
5,22,2023-01-20 00:00:00.000
5,23,2023-01-20 00:00:00.000
5,24,2023-01-20 00:00:00.000
5,25,2023-01-20 00:00:00.000
5,26,2023-01-20 00:00:00.000
5,27,2023-01-20 00:00:00.000
5,28,2023-01-20 00:00:00.000
5,29,2023-01-20 00:00:00.000
5,30,2023-01-20 00:00:00.000
5,31,2023-01-20 00:00:00.000
5,32,2023-01-20 00:00:00.000
5,33,2023-01-20 00:00:00.000
5,34,2023-01-20 00:00:00.000
5,35,2023-01-20 00:00:00.000
5,36,2023-01-20 00:00:00.000
5,37,2023-01-20 00:00:00.000
5,38,2023-01-20 00:00:00.000
5,39,2023-01-20 00:00:00.000
5,40,2023-01-20 00:00:00.000
5,41,2023-01-20 00:00:00.000
5,42,2023-01-20 00:00:00.000
5,43,2023-01-20 00:00:00.000
5,44,2023-01-20 00:00:00.000
5,45,2023-01-20 00:00:00.000
5,46,2023-01-20 00:00:00.000
5,47,2023-01-20 00:00:00.000
5,48,2023-01-20 00:00:00.000
5,49,2023-01-20 00:00:00.000
5,50,2023-01-20 00:00:00.000
5,51,2023-01-20 00:00:00.000
5,52,2023-01-20 00:00:00.000
5,53,2023-01-20 00:00:00.000
5,54,2023-01-20 00:00:00.000
5,55,2023-01-20 00:00:00.000
5,56,2023-01-20 00:00:00.000
5,57,2023-01-20 00:00:00.000
5,58,2023-01-20 00:00:00.000
5,59,2023-01-20 00:00:00.000
5,60,2023-01-20 00:00:00.000
5,61,2023-01-20 00:00:00.000
5,62,2023-01-20 00:00:00.000
5,63,2023-01-20 00:00:00.000
5,64,2023-01-20 00:00:00.000
5,65,2023-01-20 00:00:00.000
5,66,2023-01-20 00:00:00.000
5,67,2023-01-20 00:00:00.000
5,68,2023-01-20 00:00:00.000
5,69,2023-01-20 00:00:00.000
5,70,2023-01-20 00:00:00.000
5,71,2023-01-20 00:00:00.000
5,72,2023-01-20 00:00:00.000
5,73,2023-01-20 00:00:00.000
5,74,2023-01-20 00:00:00.000
5,75,2023-01-20 00:00:00.000
5,76,2023-01-20 00:00:00.000
5,77,2023-01-20 00:00:00.000
5,78,2023-01-20 00:00:00.000
5,79,2023-01-20 00:00:00.000
5,80,2023-01-20 00:00:00.000
5,81,2023-01-20 00:00:00.000
5,82,2023-01-20 00:00:00.000
5,83,2023-01-20 00:00:00.000
5,84,2023-01-20 00:00:00.000
5,85,2023-01-20 00:00:00.000
5,86,2023-01-20 00:00:00.000
5,87,2023-01-20 00:00:00.000
5,88,2023-01-20 00:00:00.000
5,89,2023-01-20 00:00:00.000
5,90,2023-01-20 00:00:00.000
5,91,2023-01-20 00:00:00.000
5,92,2023-01-20 00:00:00.000
5,93,2023-01-20 00:00:00.000
5,94,2023-01-20 00:00:00.000
5,95,2023-01-20 00:00:00.000
5,96,2023-01-20 00:00:00.000
5,97,2023-01-20 00:00:00.000
5,98,2023-01-20 00:00:00.000
5,99,2023-01-20 00:00:00.000
5,100,2023-01-20 00:00:00.000
6,1,2023-01-20 00:00:00.000
6,2,2023-01-20 00:00:00.000
6,3,2023-01-20 00:00:00.000
6,4,2023-01-20 00:00:00.000
6,5,2023-01-20 00:00:00.000
6,7,2023-01-20 00:00:00.000
6,8,2023-01-20 00:00:00.000
6,9,2023-01-20 00:00:00.000
6,10,2023-01-20 00:00:00.000
6,11,2023-01-20 00:00:00.000
6,12,2023-01-20 00:00:00.000
6,13,2023-01-20 00:00:00.000
6,14,2023-01-20 00:00:00.000
6,15,2023-01-20 00:00:00.000
6,16,2023-01-20 00:00:00.000
6,17,2023-01-20 00:00:00.000
6,18,2023-01-20 00:00:00.000
6,19,2023-01-20 00:00:00.000
6,20,2023-01-20 00:00:00.000
6,21,2023-01-20 00:00:00.000
6,22,2023-01-20 00:00:00.000
6,23,2023-01-20 00:00:00.000
6,24,2023-01-20 00:00:00.000
6,25,2023-01-20 00:00:00.000
6,26,2023-01-20 00:00:00.000
6,27,2023-01-20 00:00:00.000
6,28,2023-01-20 00:00:00.000
6,29,2023-01-20 00:00:00.000
6,30,2023-01-20 00:00:00.000
6,31,2023-01-20 00:00:00.000
6,32,2023-01-20 00:00:00.000
6,33,2023-01-20 00:00:00.000
6,34,2023-01-20 00:00:00.000
6,35,2023-01-20 00:00:00.000
6,36,2023-01-20 00:00:00.000
6,37,2023-01-20 00:00:00.000
6,38,2023-01-20 00:00:00.000
6,39,2023-01-20 00:00:00.000
6,40,2023-01-20 00:00:00.000
6,41,2023-01-20 00:00:00.000
6,42,2023-01-20 00:00:00.000
6,43,2023-01-20 00:00:00.000
6,44,2023-01-20 00:00:00.000
6,45,2023-01-20 00:00:00.000
6,46,2023-01-20 00:00:00.000
6,47,2023-01-20 00:00:00.000
6,48,2023-01-20 00:00:00.000
6,49,2023-01-20 00:00:00.000
6,50,2023-01-20 00:00:00.000
6,51,2023-01-20 00:00:00.000
6,52,2023-01-20 00:00:00.000
6,53,2023-01-20 00:00:00.000
6,54,2023-01-20 00:00:00.000
6,55,2023-01-20 00:00:00.000
6,56,2023-01-20 00:00:00.000
6,57,2023-01-20 00:00:00.000
6,58,2023-01-20 00:00:00.000
6,59,2023-01-20 00:00:00.000
6,60,2023-01-20 00:00:00.000
6,61,2023-01-20 00:00:00.000
6,62,2023-01-20 00:00:00.000
6,63,2023-01-20 00:00:00.000
6,64,2023-01-20 00:00:00.000
6,65,2023-01-20 00:00:00.000
6,66,2023-01-20 00:00:00.000
6,67,2023-01-20 00:00:00.000
6,68,2023-01-20 00:00:00.000
6,69,2023-01-20 00:00:00.000
6,70,2023-01-20 00:00:00.000
6,71,2023-01-20 00:00:00.000
6,72,2023-01-20 00:00:00.000
6,73,2023-01-20 00:00:00.000
6,74,2023-01-20 00:00:00.000
6,75,2023-01-20 00:00:00.000
6,76,2023-01-20 00:00:00.000
6,77,2023-01-20 00:00:00.000
6,78,2023-01-20 00:00:00.000
6,79,2023-01-20 00:00:00.000
6,80,2023-01-20 00:00:00.000
6,81,2023-01-20 00:00:00.000
6,82,2023-01-20 00:00:00.000
6,83,2023-01-20 00:00:00.000
6,84,2023-01-20 00:00:00.000
6,85,2023-01-20 00:00:00.000
6,86,2023-01-20 00:00:00.000
6,87,2023-01-20 00:00:00.000
6,88,2023-01-20 00:00:00.000
6,89,2023-01-20 00:00:00.000
6,90,2023-01-20 00:00:00.000
6,91,2023-01-20 00:00:00.000
6,92,2023-01-20 00:00:00.000
6,93,2023-01-20 00:00:00.000
6,94,2023-01-20 00:00:00.000
6,95,2023-01-20 00:00:00.000
6,96,2023-01-20 00:00:00.000
6,97,2023-01-20 00:00:00.000
6,98,2023-01-20 00:00:00.000
6,99,2023-01-20 00:00:00.000
6,100,2023-01-20 00:00:00.000
8,1,2023-01-20 00:00:00.000
8,2,2023-01-20 00:00:00.000
8,3,2023-01-20 00:00:00.000
8,4,2023-01-20 00:00:00.000
8,5,2023-01-20 00:00:00.000
8,6,2023-01-20 00:00:00.000
8,7,2023-01-20 00:00:00.000
8,9,2023-01-20 00:00:00.000
8,10,2023-01-20 00:00:00.000
8,11,2023-01-20 00:00:00.000
8,12,2023-01-20 00:00:00.000
8,13,2023-01-20 00:00:00.000
8,14,2023-01-20 00:00:00.000
8,15,2023-01-20 00:00:00.000
8,16,2023-01-20 00:00:00.000
8,17,2023-01-20 00:00:00.000
8,18,2023-01-20 00:00:00.000
8,19,2023-01-20 00:00:00.000
8,20,2023-01-20 00:00:00.000
8,21,2023-01-20 00:00:00.000
8,22,2023-01-20 00:00:00.000
8,23,2023-01-20 00:00:00.000
8,24,2023-01-20 00:00:00.000
8,25,2023-01-20 00:00:00.000
8,26,2023-01-20 00:00:00.000
8,27,2023-01-20 00:00:00.000
8,28,2023-01-20 00:00:00.000
8,29,2023-01-20 00:00:00.000
8,30,2023-01-20 00:00:00.000
8,31,2023-01-20 00:00:00.000
8,32,2023-01-20 00:00:00.000
8,33,2023-01-20 00:00:00.000
8,34,2023-01-20 00:00:00.000
8,35,2023-01-20 00:00:00.000
8,36,2023-01-20 00:00:00.000
8,37,2023-01-20 00:00:00.000
8,38,2023-01-20 00:00:00.000
8,39,2023-01-20 00:00:00.000
8,40,2023-01-20 00:00:00.000
8,41,2023-01-20 00:00:00.000
8,42,2023-01-20 00:00:00.000
8,43,2023-01-20 00:00:00.000
8,44,2023-01-20 00:00:00.000
8,45,2023-01-20 00:00:00.000
8,46,2023-01-20 00:00:00.000
8,47,2023-01-20 00:00:00.000
8,48,2023-01-20 00:00:00.000
8,49,2023-01-20 00:00:00.000
8,50,2023-01-20 00:00:00.000
8,51,2023-01-20 00:00:00.000
8,52,2023-01-20 00:00:00.000
8,53,2023-01-20 00:00:00.000
8,54,2023-01-20 00:00:00.000
8,55,2023-01-20 00:00:00.000
8,56,2023-01-20 00:00:00.000
8,57,2023-01-20 00:00:00.000
8,58,2023-01-20 00:00:00.000
8,59,2023-01-20 00:00:00.000
8,60,2023-01-20 00:00:00.000
8,61,2023-01-20 00:00:00.000
8,62,2023-01-20 00:00:00.000
8,63,2023-01-20 00:00:00.000
8,64,2023-01-20 00:00:00.000
8,65,2023-01-20 00:00:00.000
8,66,2023-01-20 00:00:00.000
8,67,2023-01-20 00:00:00.000
8,68,2023-01-20 00:00:00.000
8,69,2023-01-20 00:00:00.000
8,70,2023-01-20 00:00:00.000
8,71,2023-01-20 00:00:00.000
8,72,2023-01-20 00:00:00.000
8,73,2023-01-20 00:00:00.000
8,74,2023-01-20 00:00:00.000
8,75,2023-01-20 00:00:00.000
8,76,2023-01-20 00:00:00.000
8,77,2023-01-20 00:00:00.000
8,78,2023-01-20 00:00:00.000
8,79,2023-01-20 00:00:00.000
8,80,2023-01-20 00:00:00.000
8,81,2023-01-20 00:00:00.000
8,82,2023-01-20 00:00:00.000
8,83,2023-01-20 00:00:00.000
8,84,2023-01-20 00:00:00.000
8,85,2023-01-20 00:00:00.000
8,86,2023-01-20 00:00:00.000
8,87,2023-01-20 00:00:00.000
8,88,2023-01-20 00:00:00.000
8,89,2023-01-20 00:00:00.000
8,90,2023-01-20 00:00:00.000
8,91,2023-01-20 00:00:00.000
8,92,2023-01-20 00:00:00.000
8,93,2023-01-20 00:00:00.000
8,94,2023-01-20 00:00:00.000
8,95,2023-01-20 00:00:00.000
8,96,2023-01-20 00:00:00.000
8,97,2023-01-20 00:00:00.000
8,98,2023-01-20 00:00:00.000
8,99,2023-01-20 00:00:00.000
8,100,2023-01-20 00:00:00.000
9,1,2023-01-20 00:00:00.000
9,2,2023-01-20 00:00:00.000
9,3,2023-01-20 00:00:00.000
9,4,2023-01-20 00:00:00.000
9,5,2023-01-20 00:00:00.000
9,6,2023-01-20 00:00:00.000
9,7,2023-01-20 00:00:00.000
9,8,2023-01-20 00:00:00.000
9,10,2023-01-20 00:00:00.000
9,11,2023-01-20 00:00:00.000
9,12,2023-01-20 00:00:00.000
9,13,2023-01-20 00:00:00.000
9,14,2023-01-20 00:00:00.000
9,15,2023-01-20 00:00:00.000
9,16,2023-01-20 00:00:00.000
9,17,2023-01-20 00:00:00.000
9,18,2023-01-20 00:00:00.000
9,19,2023-01-20 00:00:00.000
9,20,2023-01-20 00:00:00.000
9,21,2023-01-20 00:00:00.000
9,22,2023-01-20 00:00:00.000
9,23,2023-01-20 00:00:00.000
9,24,2023-01-20 00:00:00.000
9,25,2023-01-20 00:00:00.000
9,26,2023-01-20 00:00:00.000
9,27,2023-01-20 00:00:00.000
9,28,2023-01-20 00:00:00.000
9,29,2023-01-20 00:00:00.000
9,30,2023-01-20 00:00:00.000
9,31,2023-01-20 00:00:00.000
9,32,2023-01-20 00:00:00.000
9,33,2023-01-20 00:00:00.000
9,34,2023-01-20 00:00:00.000
9,35,2023-01-20 00:00:00.000
9,36,2023-01-20 00:00:00.000
9,37,2023-01-20 00:00:00.000
9,38,2023-01-20 00:00:00.000
9,39,2023-01-20 00:00:00.000
9,40,2023-01-20 00:00:00.000
9,41,2023-01-20 00:00:00.000
9,42,2023-01-20 00:00:00.000
9,43,2023-01-20 00:00:00.000
9,44,2023-01-20 00:00:00.000
9,45,2023-01-20 00:00:00.000
9,46,2023-01-20 00:00:00.000
9,47,2023-01-20 00:00:00.000
9,48,2023-01-20 00:00:00.000
9,49,2023-01-20 00:00:00.000
9,50,2023-01-20 00:00:00.000
9,51,2023-01-20 00:00:00.000
9,52,2023-01-20 00:00:00.000
9,53,2023-01-20 00:00:00.000
9,54,2023-01-20 00:00:00.000
9,55,2023-01-20 00:00:00.000
9,56,2023-01-20 00:00:00.000
9,57,2023-01-20 00:00:00.000
9,58,2023-01-20 00:00:00.000
9,59,2023-01-20 00:00:00.000
9,60,2023-01-20 00:00:00.000
9,61,2023-01-20 00:00:00.000
9,62,2023-01-20 00:00:00.000
9,63,2023-01-20 00:00:00.000
9,64,2023-01-20 00:00:00.000
9,65,2023-01-20 00:00:00.000
9,66,2023-01-20 00:00:00.000
9,67,2023-01-20 00:00:00.000
9,68,2023-01-20 00:00:00.000
9,69,2023-01-20 00:00:00.000
9,70,2023-01-20 00:00:00.000
9,71,2023-01-20 00:00:00.000
9,72,2023-01-20 00:00:00.000
9,73,2023-01-20 00:00:00.000
9,74,2023-01-20 00:00:00.000
9,75,2023-01-20 00:00:00.000
9,76,2023-01-20 00:00:00.000
9,77,2023-01-20 00:00:00.000
9,78,2023-01-20 00:00:00.000
9,79,2023-01-20 00:00:00.000
9,80,2023-01-20 00:00:00.000
9,81,2023-01-20 00:00:00.000
9,82,2023-01-20 00:00:00.000
9,83,2023-01-20 00:00:00.000
9,84,2023-01-20 00:00:00.000
9,85,2023-01-20 00:00:00.000
9,86,2023-01-20 00:00:00.000
9,87,2023-01-20 00:00:00.000
9,88,2023-01-20 00:00:00.000
9,89,2023-01-20 00:00:00.000
9,90,2023-01-20 00:00:00.000
9,91,2023-01-20 00:00:00.000
9,92,2023-01-20 00:00:00.000
9,93,2023-01-20 00:00:00.000
9,94,2023-01-20 00:00:00.000
9,95,2023-01-20 00:00:00.000
9,96,2023-01-20 00:00:00.000
9,97,2023-01-20 00:00:00.000
9,98,2023-01-20 00:00:00.000
9,99,2023-01-20 00:00:00.000
9,100,2023-01-20 00:00:00.000
10,1,2023-01-20 00:00:00.000
10,2,2023-01-20 00:00:00.000
10,3,2023-01-20 00:00:00.000
10,4,2023-01-20 00:00:00.000
10,5,2023-01-20 00:00:00.000
10,6,2023-01-20 00:00:00.000
10,7,2023-01-20 00:00:00.000
10,8,2023-01-20 00:00:00.000
10,9,2023-01-20 00:00:00.000
10,11,2023-01-20 00:00:00.000
10,12,2023-01-20 00:00:00.000
10,13,2023-01-20 00:00:00.000
10,14,2023-01-20 00:00:00.000
10,15,2023-01-20 00:00:00.000
10,16,2023-01-20 00:00:00.000
10,17,2023-01-20 00:00:00.000
10,18,2023-01-20 00:00:00.000
10,19,2023-01-20 00:00:00.000
10,20,2023-01-20 00:00:00.000
10,21,2023-01-20 00:00:00.000
10,22,2023-01-20 00:00:00.000
10,23,2023-01-20 00:00:00.000
10,24,2023-01-20 00:00:00.000
10,25,2023-01-20 00:00:00.000
10,26,2023-01-20 00:00:00.000
10,27,2023-01-20 00:00:00.000
10,28,2023-01-20 00:00:00.000
10,29,2023-01-20 00:00:00.000
10,30,2023-01-20 00:00:00.000
10,31,2023-01-20 00:00:00.000
10,32,2023-01-20 00:00:00.000
10,33,2023-01-20 00:00:00.000
10,34,2023-01-20 00:00:00.000
10,35,2023-01-20 00:00:00.000
10,36,2023-01-20 00:00:00.000
10,37,2023-01-20 00:00:00.000
10,38,2023-01-20 00:00:00.000
10,39,2023-01-20 00:00:00.000
10,40,2023-01-20 00:00:00.000
10,41,2023-01-20 00:00:00.000
